Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
633,5,4/10/15,9368,1016,1,0,0,1,c,c,8980,6,2011,0,NA,NA,
832,3,9/11/13,10849,1102,1,1,0,0,c,c,8980,6,2011,0,NA,NA,
118,3,8/7/13,5267,598,1,0,0,1,d,c,8980,NA,NA,0,NA,NA,
209,4,1/23/14,4925,399,1,1,0,0,d,c,8970,12,2007,1,22,2012,"Feb,May,Aug,Nov"
829,7,5/25/14,0,0,0,0,0,0,d,c,8970,12,2007,1,22,2012,"Feb,May,Aug,Nov"
228,6,2/1/14,6694,520,1,0,0,0,d,c,8970,12,2007,1,22,2012,"Feb,May,Aug,Nov"
724,4,11/13/14,7513,619,1,1,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
505,5,9/13/13,8204,740,1,1,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
734,1,11/10/14,8722,727,1,1,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
211,4,10/10/13,7159,588,1,1,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
722,2,11/4/14,8345,721,1,1,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
13,4,6/13/13,4837,491,1,0,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
666,5,4/19/13,6030,571,1,0,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
406,5,10/4/13,7485,743,1,0,0,0,a,c,8940,NA,NA,1,9,2011,"Jan,Apr,Jul,Oct"
648,7,3/10/13,0,0,0,0,0,0,d,a,8880,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct"
949,1,11/3/14,8988,613,1,1,0,0,d,a,8880,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct"
862,1,4/8/13,12973,1045,1,1,0,0,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
702,3,7/30/14,10384,879,1,1,0,1,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
974,7,2/16/14,0,0,0,0,0,0,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
572,5,3/20/15,10355,977,1,1,0,0,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
639,5,5/31/13,5830,614,1,1,0,0,a,a,8780,2,2005,1,37,2009,"Jan,Apr,Jul,Oct"
872,6,3/29/14,1692,215,1,0,0,0,a,a,8780,2,2005,1,37,2009,"Jan,Apr,Jul,Oct"
67,4,6/18/15,5587,554,1,1,0,0,a,a,8780,2,2005,1,37,2009,"Jan,Apr,Jul,Oct"
392,1,3/10/14,3528,485,1,0,0,0,a,a,8780,2,2005,1,37,2009,"Jan,Apr,Jul,Oct"
261,2,10/22/13,7221,621,1,1,0,1,d,a,8740,NA,NA,1,37,2009,"Feb,May,Aug,Nov"
391,1,10/21/13,10538,783,1,1,0,1,d,a,8740,NA,NA,1,37,2009,"Feb,May,Aug,Nov"
262,1,9/30/13,5500,432,1,0,0,0,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
924,3,7/24/13,3684,298,1,0,0,0,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
247,4,6/26/14,3443,310,1,0,0,0,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
470,4,4/18/13,2781,272,1,0,0,0,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
531,3,8/20/14,8737,689,1,1,0,0,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct"
349,4,1/31/13,8259,635,1,0,0,0,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct"
475,5,1/10/14,10564,791,1,1,0,0,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct"
290,7,10/20/13,0,0,0,0,0,0,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct"
1078,3,7/1/15,4660,361,1,1,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
467,5,2/22/13,4921,381,1,1,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
668,3,10/9/13,4755,392,1,1,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
84,7,1/12/14,0,0,0,0,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
740,5,1/2/15,3856,329,1,0,0,1,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
638,5,7/31/15,11338,1007,1,1,0,1,d,c,8540,NA,NA,0,NA,NA,
33,2,7/9/13,6144,711,1,0,0,0,d,c,8540,NA,NA,0,NA,NA,
188,7,4/13/14,0,0,0,0,0,0,d,a,8530,3,2013,0,NA,NA,
875,6,4/19/14,8542,849,1,0,0,0,d,a,8530,3,2013,0,NA,NA,
1041,2,3/12/13,5924,553,1,0,0,0,d,a,8530,3,2013,0,NA,NA,
1018,6,2/2/13,8214,746,1,0,0,0,d,a,8530,3,2013,0,NA,NA,
259,3,4/17/13,4985,574,1,0,0,0,a,c,8480,NA,NA,0,NA,NA,
260,3,4/8/15,5979,646,1,0,0,1,a,c,8480,NA,NA,0,NA,NA,
939,2,7/30/13,9742,836,1,1,0,1,a,c,8480,NA,NA,0,NA,NA,
958,3,5/13/15,8280,818,1,0,0,0,a,c,8480,NA,NA,0,NA,NA,
750,1,1/7/13,10609,943,1,1,0,0,a,c,8480,NA,NA,0,NA,NA,
1096,4,4/3/14,7367,717,1,1,0,0,a,c,8480,NA,NA,0,NA,NA,
851,7,1/20/13,0,0,0,0,0,0,a,c,8480,NA,NA,0,NA,NA,
913,6,5/24/14,5551,616,1,0,0,0,a,c,8480,NA,NA,0,NA,NA,
778,1,2/24/14,5691,663,1,0,0,0,a,c,8480,NA,NA,0,NA,NA,
36,1,4/21/14,0,0,0,0,b,1,d,c,8460,NA,NA,0,NA,NA,
177,4,8/14/14,7389,594,1,0,0,1,d,c,8460,NA,NA,0,NA,NA,
1080,4,5/16/13,6415,654,1,1,0,0,a,a,8460,11,1994,0,NA,NA,
413,1,6/29/15,9655,782,1,1,0,0,a,a,8460,11,1994,0,NA,NA,
421,3,7/24/13,6248,550,1,0,0,1,d,c,8460,NA,NA,0,NA,NA,
822,1,1/21/13,9135,657,1,1,0,0,d,c,8460,NA,NA,0,NA,NA,
999,2,3/11/14,5556,494,1,0,0,0,d,c,8460,NA,NA,0,NA,NA,
896,3,3/5/14,7240,590,1,1,0,0,d,c,8400,4,2012,1,5,2013,"Feb,May,Aug,Nov"
584,4,11/21/13,6534,565,1,1,0,0,d,c,8400,4,2012,1,5,2013,"Feb,May,Aug,Nov"
819,7,6/7/15,0,0,0,0,0,0,d,c,8400,4,2012,1,5,2013,"Feb,May,Aug,Nov"
892,5,12/19/14,11317,828,1,1,0,0,d,c,8400,4,2012,1,5,2013,"Feb,May,Aug,Nov"
337,4,10/24/13,5285,630,1,1,0,1,d,a,8300,9,2006,0,NA,NA,
742,6,1/26/13,2111,255,1,0,0,0,d,a,8300,9,2006,0,NA,NA,
264,6,1/3/15,2438,288,1,0,0,0,d,a,8300,9,2006,0,NA,NA,
237,5,2/20/15,6370,656,1,1,0,1,d,a,8300,9,2006,0,NA,NA,
564,3,6/18/14,10530,1103,1,1,0,0,a,c,8260,NA,NA,0,NA,NA,
851,6,5/23/15,5243,535,1,0,0,0,a,c,8260,NA,NA,0,NA,NA,
21,1,6/17/13,10497,768,1,1,0,0,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
529,6,1/11/14,7981,672,1,0,0,0,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
872,6,12/14/13,8259,677,1,0,0,0,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
446,2,2/4/14,4409,370,1,1,0,0,d,c,8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec"
719,2,11/25/14,7648,571,1,1,0,0,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
250,5,10/24/14,3916,379,1,1,0,0,d,c,8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec"
90,4,7/4/13,9684,737,1,1,0,0,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
621,5,2/6/15,8213,665,1,1,0,0,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
242,7,1/12/14,0,0,0,0,0,0,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
359,5,6/14/13,4913,400,1,0,0,0,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
544,7,3/29/15,0,0,0,0,0,0,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
343,7,2/22/15,0,0,0,0,0,0,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
779,3,2/13/13,3670,339,1,0,0,0,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
260,6,6/13/15,7524,582,1,0,0,0,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
1021,6,7/11/15,5368,425,1,0,0,0,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct"
994,1,2/11/13,3770,364,1,0,0,0,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct"
409,7,1/12/14,0,0,0,0,0,0,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct"
628,3,7/2/14,4728,363,1,1,0,0,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct"
811,6,1/12/13,5107,465,1,0,0,0,c,c,8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
740,2,8/6/13,5184,432,1,0,0,1,c,c,8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
1065,1,6/15/15,7733,613,1,1,0,0,c,c,8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
995,3,9/18/13,4209,458,1,0,0,0,c,c,8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
790,3,10/23/13,5975,425,1,1,0,0,c,c,8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
242,6,3/22/14,5280,485,1,0,0,0,c,c,8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
840,1,7/28/14,6856,590,1,1,0,1,c,c,8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec"
616,6,4/19/14,8192,869,1,0,0,0,c,c,8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec"
755,6,5/23/15,6101,593,1,0,0,0,c,c,8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec"
357,6,5/30/15,9668,660,1,0,0,0,d,c,8110,NA,NA,0,NA,NA,
342,6,2/21/15,8750,633,1,0,0,0,d,c,8110,NA,NA,0,NA,NA,
662,2,1/6/15,0,0,0,1,a,0,d,c,8110,NA,NA,0,NA,NA,
643,6,6/13/15,9078,674,1,0,0,0,d,c,8110,NA,NA,0,NA,NA,
1067,4,3/27/14,5343,456,1,0,0,0,d,c,8110,NA,NA,0,NA,NA,
11,6,7/4/15,8493,635,1,0,0,0,d,c,8110,NA,NA,0,NA,NA,
162,7,7/19/15,0,0,0,0,0,0,d,c,8110,NA,NA,0,NA,NA,
488,6,11/2/13,8625,707,1,0,0,0,d,c,8110,NA,NA,0,NA,NA,
212,1,3/18/13,7946,543,1,1,0,0,d,c,8110,NA,NA,0,NA,NA,
628,1,1/13/14,5249,573,1,0,0,0,a,c,8090,NA,NA,0,NA,NA,
991,2,2/17/15,9537,757,1,1,0,0,a,c,8090,NA,NA,0,NA,NA,
947,5,10/11/13,6133,586,1,1,0,0,a,c,8090,NA,NA,0,NA,NA,
282,6,4/4/15,8191,734,1,0,0,0,a,c,8090,NA,NA,0,NA,NA,
795,2,4/29/14,7146,629,1,1,0,0,a,c,8090,NA,NA,0,NA,NA,
479,1,6/15/15,10130,954,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,
968,5,8/22/14,7428,770,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,
674,4,4/17/14,9085,964,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,
191,5,6/27/14,5852,700,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,
370,7,8/25/13,0,0,0,0,0,0,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
309,3,7/15/15,6597,503,1,1,0,0,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
480,1,3/16/15,7268,560,1,1,0,0,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
417,6,6/15/13,4927,503,1,0,0,0,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
609,7,2/22/15,0,0,0,0,0,0,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
223,2,1/28/14,4832,523,1,0,0,0,d,c,8050,10,1961,1,48,2012,"Jan,Apr,Jul,Oct"
285,1,12/30/13,14928,1170,1,0,0,1,d,c,8040,NA,NA,0,NA,NA,
318,7,2/9/14,0,0,0,0,0,0,d,c,8040,NA,NA,0,NA,NA,
238,1,1/6/14,16898,1142,1,1,0,1,d,c,8040,NA,NA,0,NA,NA,
656,3,5/15/13,11575,914,1,1,0,0,d,c,8040,NA,NA,0,NA,NA,
194,7,3/16/14,0,0,0,0,0,0,d,c,8040,NA,NA,0,NA,NA,
365,1,6/15/15,13258,1023,1,1,0,0,a,c,7980,6,2005,0,NA,NA,
239,7,1/5/14,0,0,0,0,0,0,a,c,7980,6,2005,0,NA,NA,
653,7,3/8/15,0,0,0,0,0,0,a,c,7980,6,2005,0,NA,NA,
704,5,5/3/13,10595,912,1,1,0,0,a,c,7980,6,2005,0,NA,NA,
776,6,4/5/14,6346,546,1,0,0,0,a,c,7980,6,2005,0,NA,NA,
911,7,4/13/14,0,0,0,0,0,0,d,c,7930,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct"
564,6,2/14/15,6679,533,1,0,0,0,d,c,7930,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct"
235,1,4/8/13,9661,683,1,1,0,0,d,a,7910,NA,NA,0,NA,NA,
355,7,11/17/13,0,0,0,0,0,0,d,a,7910,NA,NA,0,NA,NA,
324,2,5/27/14,5065,507,1,0,0,0,d,c,7890,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
728,2,7/29/14,7899,599,1,1,0,1,d,c,7890,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
209,1,10/21/13,7641,632,1,1,0,1,d,c,7890,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
600,7,6/8/14,0,0,0,0,0,0,d,c,7890,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
861,5,3/20/15,6407,409,1,1,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
659,1,7/8/13,4147,321,1,0,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
575,5,1/11/13,2244,389,1,1,0,0,a,c,7860,5,2005,0,NA,NA,
899,4,3/5/15,4702,334,1,1,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
1009,3,2/25/15,3971,293,1,0,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
1024,4,4/17/14,6647,916,1,1,0,1,a,c,7860,5,2005,0,NA,NA,
852,1,5/13/13,2694,423,1,1,0,0,a,c,7860,5,2005,0,NA,NA,
348,6,4/13/13,2591,385,1,0,0,0,a,c,7860,5,2005,0,NA,NA,
396,4,9/19/13,3380,320,1,0,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
564,3,4/17/13,3271,260,1,0,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
398,1,6/24/13,2838,419,1,0,0,0,a,c,7860,5,2005,0,NA,NA,
479,2,6/30/15,7642,850,1,1,0,0,a,c,7860,5,2005,0,NA,NA,
454,2,1/22/13,7866,599,1,1,0,0,d,c,7840,NA,NA,1,31,2009,"Feb,May,Aug,Nov"
962,3,6/26/13,5283,484,1,0,0,0,d,c,7840,NA,NA,1,31,2009,"Feb,May,Aug,Nov"
319,7,2/3/13,0,0,0,0,0,0,d,c,7840,NA,NA,1,31,2009,"Feb,May,Aug,Nov"
159,6,6/15/13,5665,602,1,0,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
1005,7,2/10/13,0,0,0,0,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
58,6,4/11/15,6297,582,1,0,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
618,2,9/3/13,4113,411,1,0,0,1,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
1097,6,3/22/14,6131,566,1,0,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
1089,3,5/27/15,5300,462,1,0,0,1,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
81,3,3/20/13,5392,503,1,1,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
885,7,2/8/15,0,0,0,0,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
58,4,8/1/13,5239,504,1,1,0,1,a,a,7780,11,2006,0,NA,NA,
781,2,3/31/15,6385,535,1,1,0,1,a,a,7780,11,2006,0,NA,NA,
384,2,6/23/15,3678,417,1,0,0,0,a,a,7780,11,2006,0,NA,NA,
588,6,1/4/14,2858,285,1,0,0,0,a,a,7780,11,2006,0,NA,NA,
138,7,11/24/13,0,0,0,0,0,0,a,a,7780,11,2006,0,NA,NA,
339,1,1/28/13,3631,469,1,0,0,0,a,a,7780,11,2006,0,NA,NA,
926,1,3/10/14,4298,487,1,0,0,0,a,a,7780,11,2006,0,NA,NA,
996,4,6/25/15,12013,1205,1,0,0,0,a,a,7680,3,2006,0,NA,NA,
81,1,1/12/15,17373,1449,1,1,0,0,a,a,7680,3,2006,0,NA,NA,
911,2,10/28/14,11460,1190,1,0,0,1,a,a,7680,3,2006,0,NA,NA,
328,4,2/5/15,10741,797,1,1,0,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
214,3,11/26/14,10470,719,1,1,0,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
265,5,1/23/15,5236,485,1,0,0,0,d,a,7660,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
40,6,3/30/13,8535,801,1,0,0,0,d,a,7660,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
17,4,2/21/13,6044,522,1,1,0,0,d,a,7660,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
723,6,4/6/13,7705,621,1,0,0,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
562,1,6/30/14,9662,717,1,1,0,0,d,a,7660,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
948,6,8/9/14,5891,568,1,0,0,0,d,a,7660,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct"
285,1,3/10/14,6966,662,1,0,0,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
885,2,1/28/14,5931,570,1,0,0,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
770,3,7/10/13,5837,385,1,0,0,0,d,c,7660,9,2010,0,NA,NA,
354,5,10/24/14,9695,759,1,1,0,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
418,6,5/2/15,7018,691,1,0,0,0,d,c,7550,NA,NA,0,NA,NA,
74,3,11/26/14,6626,533,1,1,0,0,d,c,7520,7,2014,1,45,2009,"Feb,May,Aug,Nov"
768,1,11/3/14,9217,654,1,1,0,0,d,c,7520,7,2014,1,45,2009,"Feb,May,Aug,Nov"
82,1,6/22/15,4796,630,1,0,0,0,a,a,7520,10,2014,0,NA,NA,
992,3,12/10/14,4807,432,1,0,0,0,d,c,7520,7,2014,1,45,2009,"Feb,May,Aug,Nov"
725,6,5/3/14,2907,378,1,0,0,0,a,a,7520,10,2014,0,NA,NA,
589,1,7/1/13,6374,529,1,1,0,0,c,c,7470,NA,NA,1,44,2012,"Feb,May,Aug,Nov"
605,1,4/20/15,4145,428,1,0,0,0,c,c,7470,NA,NA,1,44,2012,"Feb,May,Aug,Nov"
378,2,6/16/15,6774,532,1,1,0,0,c,c,7470,NA,NA,1,44,2012,"Feb,May,Aug,Nov"
466,1,6/15/15,9295,696,1,1,0,0,c,c,7470,NA,NA,1,44,2012,"Feb,May,Aug,Nov"
688,1,5/18/15,8234,650,1,1,0,0,c,c,7470,NA,NA,1,44,2012,"Feb,May,Aug,Nov"
941,5,10/25/13,6021,721,1,1,0,0,a,c,7420,4,2013,0,NA,NA,
68,7,6/21/15,0,0,0,0,0,0,a,c,7420,4,2013,0,NA,NA,
834,1,11/18/13,8464,871,1,1,0,0,a,c,7420,4,2013,0,NA,NA,
1085,7,5/24/15,0,0,0,0,0,0,a,c,7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct"
906,5,1/3/14,4820,440,1,0,0,1,a,c,7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct"
32,2,11/12/13,4472,415,1,0,0,0,a,c,7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct"
844,7,4/6/14,0,0,0,0,0,0,a,c,7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct"
448,2,7/21/15,8903,671,1,0,0,0,d,c,7290,9,2014,0,NA,NA,
987,3,6/3/15,12386,786,1,1,0,1,d,c,7290,9,2014,0,NA,NA,
376,3,5/14/14,10150,742,1,0,0,0,d,c,7290,9,2014,0,NA,NA,
914,4,7/23/15,11863,864,1,0,0,0,d,c,7290,9,2014,0,NA,NA,
387,5,7/17/15,12733,828,1,1,0,0,d,c,7290,9,2014,0,NA,NA,
829,6,1/24/15,11601,864,1,0,0,0,d,c,7290,9,2014,0,NA,NA,
434,4,1/1/15,0,0,0,0,a,1,a,a,7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct"
34,6,11/2/13,6215,533,1,0,0,0,a,a,7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct"
120,4,5/1/14,0,0,0,1,a,0,a,a,7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct"
995,4,4/11/13,5906,540,1,1,0,0,a,a,7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct"
156,4,10/30/14,4139,558,1,0,0,1,a,a,7250,12,2013,0,NA,NA,
620,6,1/31/15,2680,312,1,0,0,0,a,a,7250,12,2013,0,NA,NA,
251,1,8/12/13,8823,789,1,1,0,1,a,a,7250,12,2013,0,NA,NA,
314,1,2/16/15,2136,255,1,1,0,0,a,a,7250,12,2013,0,NA,NA,
488,3,4/24/13,5884,644,1,1,0,0,a,a,7250,12,2013,0,NA,NA,
787,3,6/18/14,6455,769,1,1,0,0,a,a,7250,12,2013,0,NA,NA,
323,3,1/16/13,3721,495,1,0,0,0,a,a,7250,12,2013,0,NA,NA,
221,7,3/24/13,0,0,0,0,0,0,a,a,7240,2,2010,0,NA,NA,
656,5,5/15/15,7794,885,1,0,0,0,a,a,7240,2,2010,0,NA,NA,
880,1,2/11/13,2366,302,1,0,0,0,a,a,7240,2,2010,0,NA,NA,
550,6,7/12/14,3958,466,1,0,0,0,a,a,7240,2,2010,0,NA,NA,
351,3,4/23/14,5216,578,1,0,0,1,a,c,7180,11,2012,0,NA,NA,
926,4,5/1/14,0,0,0,1,a,0,a,c,7180,11,2012,0,NA,NA,
255,5,6/12/15,6730,655,1,0,0,0,a,c,7180,11,2012,0,NA,NA,
1034,4,8/1/13,8206,727,1,1,0,1,a,c,7180,11,2012,0,NA,NA,
23,6,10/5/13,3908,378,1,0,0,0,a,c,7180,11,2012,0,NA,NA,
807,1,3/11/13,6722,635,1,0,0,0,a,c,7180,11,2012,0,NA,NA,
228,4,5/8/14,8608,790,1,1,0,0,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov"
189,6,2/15/14,8874,900,1,0,0,0,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov"
703,5,5/30/14,12106,1045,1,0,0,1,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov"
636,4,10/16/14,5495,592,1,0,0,0,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov"
966,6,3/21/15,9419,939,1,0,0,0,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov"
655,3,5/27/15,6852,556,1,0,0,1,d,c,7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct"
117,6,5/25/13,6082,523,1,0,0,0,d,c,7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct"
380,1,5/11/15,7120,571,1,0,0,0,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct"
363,4,1/8/15,10458,653,1,1,0,0,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct"
341,7,1/19/14,0,0,0,0,0,0,d,c,6970,9,2011,0,NA,NA,
816,3,9/10/14,4297,461,1,0,0,0,d,c,6970,9,2011,0,NA,NA,
645,4,5/14/15,0,0,0,0,a,0,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct"
636,7,2/10/13,0,0,0,0,0,0,d,c,6970,9,2011,0,NA,NA,
964,1,5/27/13,10056,674,1,1,0,1,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct"
208,4,8/8/13,4814,574,1,0,0,1,c,a,6930,9,2006,0,NA,NA,
556,6,1/17/15,2650,297,1,0,0,0,c,a,6930,9,2006,0,NA,NA,
1057,1,3/18/13,11090,942,1,1,0,0,a,c,6920,9,2011,0,NA,NA,
95,3,10/16/13,5511,619,1,0,0,0,a,c,6920,9,2011,0,NA,NA,
474,6,4/5/14,3806,411,1,0,0,0,a,c,6920,9,2011,0,NA,NA,
349,5,4/11/14,7395,748,1,0,0,0,a,c,6920,9,2011,0,NA,NA,
648,7,3/8/15,0,0,0,0,0,0,d,c,6910,4,2005,0,NA,NA,
614,2,6/23/15,4989,444,1,0,0,0,d,c,6910,4,2005,0,NA,NA,
197,5,3/22/13,3798,435,1,1,0,0,a,c,6900,NA,NA,1,40,2012,"Mar,Jun,Sept,Dec"
429,2,2/11/14,2921,375,1,0,0,0,a,c,6900,NA,NA,1,40,2012,"Mar,Jun,Sept,Dec"
106,1,11/4/13,5228,494,1,1,0,0,a,c,6900,NA,NA,1,40,2012,"Mar,Jun,Sept,Dec"
707,1,9/1/14,11359,1082,1,1,0,0,d,c,6890,NA,NA,1,48,2011,"Mar,Jun,Sept,Dec"
1014,2,12/17/13,13208,1105,1,1,0,0,d,c,6890,NA,NA,1,48,2011,"Mar,Jun,Sept,Dec"
651,7,1/4/15,0,0,0,0,0,0,d,c,6890,NA,NA,1,48,2011,"Mar,Jun,Sept,Dec"
49,3,4/30/14,10022,993,1,1,0,1,d,c,6890,NA,NA,1,48,2011,"Mar,Jun,Sept,Dec"
494,3,5/15/13,6845,769,1,1,0,0,d,c,6890,NA,NA,1,48,2011,"Mar,Jun,Sept,Dec"
225,3,6/3/15,5881,491,1,1,0,0,d,a,6880,9,2001,1,14,2011,"Jan,Apr,Jul,Oct"
327,7,6/16/13,0,0,0,0,0,0,d,a,6880,9,2001,1,14,2011,"Jan,Apr,Jul,Oct"
