id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
16056,0,3/30/11,Unicef,1360,DWE,34.5695798,-8.83636116,Rc Church,0,Rufiji,Kati,Iringa,11,4,Njombe,Wanging'ombe,153,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe
14790,0,2/21/11,,-14,,39.71417746,-7.96573818,Mzambarauni,0,Rufiji,Pande,Pwani,60,60,Mafia,Kiegeani,30,True,GeoData Consultants Ltd,VWC,,False,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
29388,0,3/22/11,Co,338,Co,36.99339649,-7.59646113,Kwa Mwaluembe,0,Rufiji,Mlenvya,Morogoro,5,1,Kilosa,Kidodi,130,True,GeoData Consultants Ltd,VWC,It,True,2011,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
16692,0,3/21/13,Ms,1920,DWE,36.70951096,-3.15852225,Kwa Elieta,0,Internal,Sura,Arusha,2,2,Arusha Rural,Oldonyosambu,150,True,GeoData Consultants Ltd,VWC,Oldonyowas maji salama,True,1997,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
46849,0,4/6/11,,0,,34.36249868,-8.70432217,Kiwanjani,0,Rufiji,Kanioga B,Mbeya,12,7,Mbarali,Rujewa,0,False,GeoData Consultants Ltd,Water Board,,True,0,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
1064,0,2/7/13,Rwssp,984,DWE,36.33408315,-10.58705878,Kwa Lukunjnje,0,Ruvuma / Southern Coast,Muungano,Ruvuma,10,5,Namtumbo,Luchili,300,True,GeoData Consultants Ltd,WUG,,False,2007,other - swn 81,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
21054,0,10/3/13,Africa Amini Alama,1301,Africa Amini Alama,36.90709843,-3.10137804,Keiya,0,Internal,Oldeves,Arusha,2,7,Meru,Ngarenanyuki,1,True,GeoData Consultants Ltd,VWC,,True,2013,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
34398,0,8/9/11,Jica,0,JICA,0,-2.00E-08,Ngeleja,0,Lake Victoria,Misungwida,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
38224,0,11/3/13,Government Of Tanzania,1552,Government,34.89385784,-11.07481908,Office Ya Kijiji,0,Lake Nyasa,Nyoni Kati,Ruvuma,10,3,Mbinga,Nyoni,1,,GeoData Consultants Ltd,VWC,Government,True,2004,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
29138,0,2/12/13,World Vision,0,Consultant,33.29432305,-4.40775537,Usangu,0,Lake Tanganyika,Usangu,Tabora,14,1,Nzega,Mihugi,0,False,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
63537,250,2/8/13,Oxfam,1080,OXFAM,29.82593077,-4.65560623,Kwa Yamkonge,0,Lake Tanganyika,Kilembela,Kigoma,16,2,Kasulu,Munzenze,320,True,GeoData Consultants Ltd,Water authority,Nyantamba,True,2000,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
29716,1000,3/16/11,Mkinga  Distric Cou,0,DWE,38.80463613,-4.86378568,Soweto,0,Pangani,Soweto,Tanga,4,8,Mkinga,Maramba,100,True,GeoData Consultants Ltd,VWC,Maramba gravity spri,True,1971,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
5260,0,10/22/12,Wvt,1369,WVT,34.27592798,-2.97724886,Amani,0,Lake Victoria,Ngando,Shinyanga,17,1,Bariadi,Mhunze,500,True,GeoData Consultants Ltd,WUG,,False,2006,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
13958,250,2/9/13,Imf,1290,Government,29.88602397,-4.49353497,Kwa Jenia Isaya,0,Lake Tanganyika,Kigarika,Kigoma,16,2,Kasulu,Janda,650,True,GeoData Consultants Ltd,Water authority,Nyasovu,True,2007,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
46803,0,3/2/13,Government Of Tanzania,1503,District council,37.60331858,-3.23001984,Kwa Sway,0,Pangani,Chamburu,Kilimanjaro,3,1,Rombo,Shimbi,1,True,GeoData Consultants Ltd,Company,New keni water supply,True,1980,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
9348,0,3/31/11,,0,,33.07589361,-9.42396325,Kwa Murhan,0,Lake Nyasa,Iyunga,Mbeya,12,5,Ileje,Chitete,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe
48373,0,3/4/11,Roman,2276,Commu,34.33434326,-9.31680558,none,0,Lake Nyasa,Kinyamwel,Iringa,11,3,Makete,Mang'oto,0,True,GeoData Consultants Ltd,VWC,Makang,False,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
58703,0,8/7/11,Hifab,0,Hesawa,33.44585384,-2.88467115,none,0,Lake Victoria,Mwambula,Mwanza,19,4,Kwimba,Mwandu,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
73178,0,7/20/11,L,1195,L,32.95652279,-2.4943533,Kwa Julias Mabula,0,Lake Victoria,1,Mwanza,19,8,Ilemela,Ilemela,500,False,GeoData Consultants Ltd,VWC,,True,1966,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other
51832,0,7/20/11,Hesawa,0,HESAWA,31.62442334,-3.00641282,Kwa Tabu,0,Lake Victoria,Bulyaheke,Kagera,18,8,Chato,Buziku,0,True,GeoData Consultants Ltd,WUG,,True,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
54167,10,3/25/13,Moroil,1298,Moroil,35.73904078,-3.45288895,Kwa Daudi,0,Internal,Manusai,Arusha,24,30,Karatu,Endabash,400,True,GeoData Consultants Ltd,VWC,Endawasu,True,1994,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
70257,0,3/20/13,Danida,1720,DANIDA,34.84450113,-11.00077123,Kwa Mzee Karongarobo,0,Lake Nyasa,Mhegero,Ruvuma,10,3,Mbinga,Litembo,30,,GeoData Consultants Ltd,VWC,DANIDA,True,1995,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
11702,0,7/30/11,Co,759,DWE,31.00189856,-8.25564506,Mbugani,0,Lake Tanganyika,Mtakuja,Rukwa,15,3,Nkasi,Kala,4100,False,GeoData Consultants Ltd,VWC,,False,2009,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
5265,0,3/13/13,Tasaf,1658,DWE,36.74133473,-3.32908379,Kanisa Katoliki,0,Pangani,Engikaleti,Arusha,2,2,Arusha Rural,Bangata,200,True,GeoData Consultants Ltd,VWC,Bangata water project,True,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
21788,1000,3/15/13,World Vision,1509,World Vision,37.90213015,-4.13498594,Kwa Nicholaus,0,Pangani,Dule,Kilimanjaro,3,3,Same,Mshewa,150,True,GeoData Consultants Ltd,Water authority,Kiindogolo,True,2011,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
63635,0,8/3/13,Sekei Village Community,1527,Sekei village community,36.71271468,-3.35091557,Kwa Lukasi,0,Pangani,Kiutu,Arusha,2,2,Arusha Rural,Sokoni II,200,True,GeoData Consultants Ltd,VWC,Sekei pipe line,True,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
11204,0,1/30/13,Us Embassy,-47,US Embassy,39.711019,-9.73069251,Kwa Madema,0,Ruvuma / Southern Coast,Ngoji,Lindi,80,23,Lindi Rural,Mchinga,1,False,GeoData Consultants Ltd,VWC,US Embassy Borehole Scheme,False,2012,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
50239,500,8/2/11,Tasaf,1756,DWE,31.60193686,-8.51954244,Kwa Mzee Dismas Kichemka,0,Lake Tanganyika,Ilambila Kati,Rukwa,15,2,Sumbawanga Rural,Sopa,100,True,GeoData Consultants Ltd,VWC,Ilambila water supply,True,2003,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
56870,0,10/13/12,Dwe,0,DWE,32.35801714,-5.17382854,Shuleni,0,Lake Tanganyika,Misheni Kati,Tabora,14,4,Urambo,Uyumbu,0,True,GeoData Consultants Ltd,VWC,Ussoke mlimani water supply,True,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,dam,dam,surface,communal standpipe,communal standpipe
13357,0,3/1/11,Roman,801,Roman,34.74559506,-10.39060407,none,0,Lake Nyasa,Luilo,Iringa,11,5,Ludewa,Luilo,350,,GeoData Consultants Ltd,VWC,Kilumb,False,1999,gravity,gravity,gravity,vwc,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
7726,0,3/15/11,Nethalan,443,RWE,37.57831265,-6.12630596,Kwa John Abraham,0,Wami / Ruvu,Mvaji,Morogoro,5,6,Mvomero,Mhonda,60,True,GeoData Consultants Ltd,VWC,Mvaji ri,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
11903,0,11/5/12,Mbunge,0,Mbunge,32.83371733,-5.01412844,Shule Ya Msingi Ipuli,0,Lake Tanganyika,Majengo,Tabora,14,6,Tabora Urban,Ipuli,0,False,GeoData Consultants Ltd,Other,,True,0,india mark ii,india mark ii,handpump,other,other,pay per bucket,per bucket,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
8229,200,2/8/13,Rwssp,931,DWE,36.304454,-10.56983814,Kwa Athuman Pumbe,0,Ruvuma / Southern Coast,Minazini,Ruvuma,10,5,Namtumbo,Luchili,1000,True,GeoData Consultants Ltd,WUG,,False,2009,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
52759,0,7/3/13,Unicef,887,Government,34.90911286,-10.53486493,Shuleni Sekondari,0,Lake Nyasa,Ccb,Ruvuma,10,3,Mbinga,Ruanda,126,True,GeoData Consultants Ltd,VWC,Government,True,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
68830,1000,12/16/12,Government Of Tanzania,1168,Government,33.48073031,-1.88629313,Kaarage,0,Lake Victoria,Kaarage,Mara,20,3,Musoma Rural,Murangi,350,True,GeoData Consultants Ltd,WUG,,True,2010,afridev,afridev,handpump,wug,user-group,pay when scheme fails,on failure,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
74009,20,6/3/13,A/co Germany,1210,TPP TRUSTMOSHI,37.50998227,-3.31668958,Usagara,0,Pangani,Usagara,Kilimanjaro,3,4,Moshi Rural,Kilema Kusini,1,False,GeoData Consultants Ltd,WUA,Jumuiya ya watumia maji kilema kusini,True,2009,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other
50155,0,2/23/13,Government Of Tanzania,964,Government,35.15062887,-10.68377,Shuleni,0,Ruvuma / Southern Coast,Mbugani,Ruvuma,10,3,Mbinga,Kigonsera,160,,GeoData Consultants Ltd,VWC,Government,True,1977,gravity,gravity,gravity,unknown,unknown,unknown,unknown,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe
74090,0,4/17/11,Kirde,0,DWE,36.14374507,-5.26702545,Iraq,0,Wami / Ruvu,Iraq,Dodoma,1,1,Kondoa,Chandama,0,True,GeoData Consultants Ltd,VWC,Kima,False,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
20832,0,10/26/12,Rwssp,0,DWE,32.33817982,-3.91723661,Kwa Faida Shiengo,0,Lake Tanganyika,Ihashi,Shinyanga,17,3,Kahama,Mpunze,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,other,other
7486,0,11/8/12,Ministry Of Water,1289,MINISTRY OF WATER,33.85491404,-1.97828446,Kwa Mang'Alali,0,Lake Victoria,Centre,Mara,20,4,Bunda,Bunda,250,True,GeoData Consultants Ltd,WUA,BUWASA,True,1972,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe
24438,0,8/2/11,Dwe,1696,DWE,31.50297453,-8.45143629,Mission Rc,0,Lake Tanganyika,Sopa Kati,Rukwa,15,2,Sumbawanga Rural,Sopa,45,True,GeoData Consultants Ltd,VWC,Sopa water supply,True,1981,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
70360,0,7/15/11,Government Of Tanzania,1153,DWE,31.18611034,-6.37989584,Kwa Wakonyagi,0,Lake Rukwa,Cha Kati,Rukwa,15,1,Mpanda,Nsimbo,50,False,GeoData Consultants Ltd,Water authority,Tank refu Mtakuja,True,1972,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
11558,50,2/11/13,World Bank,1430,PIT COOPERATION  LTD,34.3811047,-4.49956631,Kwa Japhet,0,Internal,Mkulu D,Singida,13,1,Iramba,Ulemo,205,True,GeoData Consultants Ltd,WUA,Mkulu water supply,True,2006,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
8409,0,7/18/11,No,1651,DWE,31.15016655,-7.70595035,Kijiweni,0,Lake Rukwa,Kijiweni,Rukwa,15,3,Nkasi,Isale,1,True,GeoData Consultants Ltd,VWC,,False,1985,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
29839,200,1/29/13,Tasaf,1200,TASAF,30.05642689,-4.89238001,Kwa Gershoni,0,Lake Tanganyika,Msongeni,Kigoma,16,2,Kasulu,Rusesa,1740,True,GeoData Consultants Ltd,Water authority,,False,2010,india mark ii,india mark ii,handpump,water board,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
18117,0,7/28/11,Hesawa,0,DWE,33.09595121,-2.53420263,Isambagule,0,Lake Victoria,Sambaguli,Mwanza,19,2,Magu,Bujashi,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other
58061,300,3/4/13,Government Of Tanzania,1330,Central govt,37.66611457,-3.6974575,Kwa Diwani,0,Pangani,Some,Kilimanjaro,3,2,Mwanga,Kirongwe,60,True,GeoData Consultants Ltd,WUA,Churu water supply,False,1972,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
469,25,3/7/11,Donor,290,Do,38.23856758,-6.179919,Kwasungwini,0,Wami / Ruvu,Kwedigongo,Pwani,6,1,Bagamoyo,Mbwewe,2300,True,GeoData Consultants Ltd,VWC,,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
71687,50,4/16/11,World Bank,0,Ma,36.97189785,-6.21475805,Kwa Nerson,0,Wami / Ruvu,Sangeti,Morogoro,5,1,Kilosa,Mamboya,749,True,GeoData Consultants Ltd,VWC,Ki,False,2006,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
20884,0,10/25/12,Ministry Of Water,1203,Wizara ya maji,33.89105115,-1.25319377,Kwa Masabayi,0,Lake Victoria,Kyangasaga,Mara,20,6,Rorya,Nyamagaro,200,,GeoData Consultants Ltd,VWC,Mradi wa maji Vijijni,False,1985,submersible,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe
66398,0,10/4/12,Rural Water Supply And Sanitat,0,DWE,31.95686149,-3.59607052,Mwadui,0,Lake Tanganyika,Bugando Centre,Shinyanga,17,5,Bukombe,Iyogela,0,,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
36700,0,11/13/12,Netherlands,0,DWE,33.80823429,-3.20924304,Maendeleo Groups,0,Lake Victoria,Mwamshima,Shinyanga,17,2,Maswa,Sukuma,0,True,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
12393,0,8/1/11,Government Of Tanzania,0,DWE,30.66870303,-1.27808287,Kwasadi,0,Lake Victoria,Iyanika,Kagera,18,1,Karagwe,Isingiro,0,True,GeoData Consultants Ltd,WUG,Kaisho/Isingiro w,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
58592,0,2/20/13,Amref,1318,AMREF,34.27229204,-1.74969462,Zahanati,0,Lake Victoria,Nyabuchegeche,Mara,20,2,Serengeti,Ring'wani,50,,GeoData Consultants Ltd,Other,,,2010,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
66769,0,7/30/11,Hifab,0,Hesawa,33.2603063,-2.9484638,Gwana,0,Lake Victoria,Gwana,Mwanza,19,4,Kwimba,Igongwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
41442,0,1/23/13,Missionaries,1592,DWE,29.75552221,-4.62587278,Nyakasasa,0,Lake Tanganyika,Lamvya,Kigoma,16,3,Kigoma Rural,Kalinzi,190,True,GeoData Consultants Ltd,VWC,,True,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring
69424,0,3/18/13,Government Of Tanzania,976,RWE,36.861914,-3.47477661,Center,0,Pangani,Bondeni,Arusha,2,7,Meru,Kikwe,180,True,GeoData Consultants Ltd,VWC,Tengeru gravity water supply,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
19905,0,2/18/13,District Council,781,District Council,37.71052762,-3.77415502,Shuleni,0,Pangani,Kwakoa,Kilimanjaro,3,2,Mwanga,Kwakoa,250,True,GeoData Consultants Ltd,VWC,Kwakoa water supply,False,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
7045,0,1/25/13,Dwsp,0,DWE,0,-2.00E-08,Umoja,0,Lake Victoria,Sagida,Shinyanga,17,1,Bariadi,Nkoma,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
32327,4000,3/15/11,Rc Church,2130,RC CHURCH,34.56397259,-9.33738135,Kwa Mgeni,0,Lake Nyasa,Uhenamo,Iringa,11,4,Njombe,Igosi,20,True,GeoData Consultants Ltd,VWC,IWEKULE WATER SUPPLY,False,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
12416,0,4/11/11,World Bank,0,world,36.66673372,-6.41096959,Mangwe,0,Wami / Ruvu,Mangwe,Dodoma,1,0,Mpwapwa,Matomondo,0,True,GeoData Consultants Ltd,VWC,Tamb,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
58763,0,10/3/13,Oikos E.Afrika,1543,Oikos E .Africa,36.80247524,-3.12632102,Mkuru Primary School,0,Internal,Mkuru,Arusha,2,7,Meru,Ngarenanyuki,230,True,GeoData Consultants Ltd,WUA,,False,2008,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
44362,10,7/3/13,Germany Republi,885,CES,37.12432833,-3.40560971,Area 16 Namba 9,0,Pangani,Parestina,Kilimanjaro,3,5,Hai,Masama Rundugai,2500,True,GeoData Consultants Ltd,Water Board,Losaa-Kia water supply,True,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
39194,0,1/16/13,Government Of Tanzania,371,District Water Department,38.87712332,-10.20184481,Kwa Tolu,0,Ruvuma / Southern Coast,Chiponda,Lindi,8,3,Nachingwea,Chiola,90,True,GeoData Consultants Ltd,VWC,Chiola,False,0,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
22674,0,7/18/11,World Bank,1103,DWE,31.24737857,-6.36014187,Kwa Hamis Kagoma,0,Lake Rukwa,Mtaa Wa Tano,Rukwa,15,1,Mpanda,Mtapenda,200,False,GeoData Consultants Ltd,Water authority,Kenswa,True,2008,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
48359,25,3/24/13,Tcrs /government,830,Government /TCRS,37.7375029,-4.0975088,Digidigi,0,Pangani,Masabdare,Kilimanjaro,3,3,Same,Same Urban,350,True,GeoData Consultants Ltd,Water authority,Suwasa water supply,True,2009,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
39544,0,3/28/11,Water,0,DWE,36.0249155,-4.9431131,Kifukulwa,0,Internal,Kifukulwa,Dodoma,1,1,Kondoa,Dalai,0,True,GeoData Consultants Ltd,VWC,Kwa,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
13655,0,1/18/13,,1697,,35.06980863,-4.69084344,Hussein,0,Internal,Gairo,Singida,13,2,Singida Rural,Ngimu,1,True,GeoData Consultants Ltd,VWC,I,,2000,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
24224,2400,3/9/11,Anglican Church,938,Angli,35.19378048,-7.77824067,none,0,Rufiji,Mjimwema A,Iringa,11,1,Iringa Rural,Idodi,1,True,GeoData Consultants Ltd,VWC,Idodi,True,2001,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
13535,0,3/6/11,Government Of Tanzania,387,DWE,38.40354099,-4.5389219,Kwa Mzee Tunguli,0,Pangani,Sokoni A,Tanga,4,1,Lushoto,Lunguza,1,True,GeoData Consultants Ltd,VWC,Mlinga streem,True,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
8204,2400,3/19/11,Conce,1295,DWE,34.7486511,-8.65421621,none,0,Rufiji,L,Iringa,11,2,Mufindi,Idunda,0,True,GeoData Consultants Ltd,VWC,Kit,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe
70244,0,3/9/11,Lvia,0,LVIA,35.87983217,-6.29777191,Makasi,0,Rufiji,Malecela,Dodoma,1,4,Chamwino,Muungano,0,True,GeoData Consultants Ltd,VWC,Muun,True,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
25865,0,8/4/11,Jica,0,DWE,30.58849816,-1.21588097,Kalwondo,0,Lake Victoria,Rwamtungu,Kagera,18,1,Karagwe,Kibingo,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
26696,0,8/23/11,Hesawa,0,DWE,33.62893577,-2.76807711,Kwadoto,0,Lake Victoria,Shiki,Mwanza,19,2,Kwimba,Maligisu,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
18766,1000,2/13/13,,1525,,34.7031339,-5.03626326,Madai,0,Internal,Yangu,Singida,13,2,Singida Rural,Ihanja,400,True,GeoData Consultants Ltd,VWC,,,1990,nira/tanira,nira/tanira,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
6082,0,2/15/11,District Council,238,DDCA,38.90586053,-7.13375927,Kibuta Secondary School,0,Wami / Ruvu,Sokoni,Pwani,60,33,Kisarawe,Kibuta,1,True,GeoData Consultants Ltd,Private operator,,True,2008,india mark ii,india mark ii,handpump,private operator,commercial,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
